NUM_START,NUM_END,NUM_LENGTH,NUM_SPECIAL,NUM_CATEGORY,NUM_SUB_CATEGORY,NUM_ALLOCATEE_OR_ASSIGNEE,NUM_REMARK
"92300000","92399999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"92400000","92499999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"92500000","92599999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"92600000","92699999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"92700000","92799999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"92800000","92899999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"92900000","92909999","8","","Mobile Service 流動服務","","Multibyte Info Technology Limited 博元訊息科技有限公司",""
"92910000","92919999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"92920000","92929999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"92930000","92999999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"93000000","93099999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"93100000","93199999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"93200000","93299999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"93300000","93399999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"93400000","93499999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"93500000","93599999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"93600000","93699999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"93700000","93799999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"93800000","93899999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"93900000","93919999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"93920000","93929999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"93930000","93939999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"93940000","93999999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"94000000","94099999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"94100000","94199999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"94200000","94299999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"94300000","94399999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"94400000","94499999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"94500000","94599999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"94600000","94699999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"94700000","94799999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"94800000","94899999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"94900000","94999999","8","Y","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"95000000","95099999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"95100000","95199999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"95200000","95299999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"95300000","95399999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"95400000","95499999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"95500000","95599999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"95600000","95699999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"95700000","95799999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"95800000","95899999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"95900000","95949999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"95950000","95959999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"95960000","95999999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"96000000","96099999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"96100000","96199999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"96200000","96299999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"96300000","96399999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"96400000","96499999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"96500000","96599999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"96600000","96699999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"96700000","96799999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"96800000","96899999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"96900000","96999999","8","Y","Mobile Service 流動服務","","China-Hongkong Telecom Limited 中港通電訊有限公司",""
"97000000","97099999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"97100000","97199999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"97200000","97299999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"97300000","97399999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"97400000","97499999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"97500000","97599999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"97600000","97699999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"97700000","97799999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"97800000","97899999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"97900000","97999999","8","Y","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"98000000","98099999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"98100000","98199999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"98200000","98299999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"98300000","98399999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"98400000","98499999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"98500000","98599999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"98600000","98699999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"98700000","98799999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"98800000","98899999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"98900000","98979999","8","","Mobile Service 流動服務","","** Spare - open for application 備用/供申請使用",""
"98980000","98989999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"98990000","98999999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"990","990",">=3","","Emergency Service (cat. 1) 緊急服務(第一類)","Emergency Services routing code 緊急服務編碼","** All Operators (Universally allocated) 所有營辦商","Conventional Emergency Phone Services 傳統緊急電話服務"
"991","991",">=3","","Emergency Service (cat. 1) 緊急服務(第一類)","Emergency Services routing code 緊急服務編碼","** All Operators (Universally allocated) 所有營辦商","Nomadic mode of operation 遊牧式操作服務"
"992","992",">=3","","Emergency Service (cat. 1) 緊急服務(第一類)","Emergency Services routing code 緊急服務編碼","** All Operators (Universally allocated) 所有營辦商","Emergency Faxline and Short Message 緊急傳真及短訊"
"993","993",">=3","","Emergency Service (cat. 1) 緊急服務(第一類)","Emergency Services routing code 緊急服務編碼","** All Operators (Universally allocated) 所有營辦商","Conventional Emergency Phone Services 傳統緊急電話服務"
"994","994",">=3","","Emergency Service (cat. 1) 緊急服務(第一類)","Emergency Services routing code 緊急服務編碼","** All Operators (Universally allocated) 所有營辦商","Nomadic mode of operation 遊牧式操作服務"
"995","995",">=3","","Emergency Service (cat. 1) 緊急服務(第一類)","Emergency Services routing code 緊急服務編碼","** All Operators (Universally allocated) 所有營辦商","Conventional Emergency Phone Services 傳統緊急電話服務"
"996","996",">=3","","Emergency Service (cat. 1) 緊急服務(第一類)","Emergency Services routing code 緊急服務編碼","** All Operators (Universally allocated) 所有營辦商","Nomadic mode of operation 遊牧式操作服務"
